statistics_code,time,1_variable_code,2_variable_attribute_code,value,value_unit,value_variable_code,value_variable_label
23131,2019,DINSG,ICD10-B94,4,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-E61,245,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-G55,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Z62,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-N71,2189,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B01,1050,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-S24,484,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-I79,-,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-O83,-,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-E07,73,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-I73,3675,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-S79,71,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-M65,8849,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-D89,385,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-Q21,9268,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M35,14185,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-E87,30475,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-H45,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-T52,242,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-N63,65,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-O91,5123,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-Z54,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-A03,58,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-I81,1281,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-S87,167,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-U80,-,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E15,135,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-K09,1512,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-C21,5878,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R59,8024,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T13,107,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G25,9861,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-C69,3997,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-T44,456,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-L45,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-J99,-,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H53,7372,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-P01,686,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-F95,935,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-Z74,157,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-P74,667,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-R12,298,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-B78,19,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-D16,5432,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T39,2288,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K29,143342,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-L57,2531,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-E44,355,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-M85,3181,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-U50,12,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-F64,4180,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-S19,87,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-G13,-,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-O15,302,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-S40,3009,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A58,7,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-S10,1265,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-I31,7320,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-Z82,78,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-R04,22785,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-T60,85,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-M77,8810,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-O23,7853,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-E75,1388,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-G21,2081,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-B60,99,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-S32,92687,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-A66,2,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-K11,10722,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-Z90,12,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-Q55,1564,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Q00,4,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-R83,124,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-D55,118,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-F01,7097,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-T86,13101,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-B86,8537,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-H11,3047,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-N97,3718,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-P27,113,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-E83,3048,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-S58,28,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-C04,6013,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-H75,-,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-F81,106,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-A40,14203,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-R20,18863,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K03,85,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-D24,9258,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Q63,404,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-P35,238,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-N89,1918,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-D63,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-T78,26288,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-O07,112,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-T30,244,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-U05,-,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-P61,852,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-O71,21257,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-B44,1908,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-R39,2937,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-E10,42258,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-K85,51720,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-T95,-,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-I06,99,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-F30,959,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-N43,8920,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-M15,3200,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-O41,10173,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-J34,73915,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-S67,61,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-A24,20,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-B36,73,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-K46,312,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-A46,75246,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-S37,3890,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-E02,1,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-C64,23748,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-L74,731,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Q01,107,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-T87,5894,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-N51,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A32,453,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-M23,50431,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-S59,54,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-R55,115491,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-S11,467,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-N04,3663,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-P83,755,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-L66,256,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-K38,753,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Q27,1811,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-E28,389,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-C80,21394,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-F48,1027,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-O24,13299,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-M94,9350,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-T65,1658,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-B52,14,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-A08,50310,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-R47,3611,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-P91,414,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Q81,109,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-L58,237,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O63,6956,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G05,-,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-N35,10580,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-U85,-,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-M86,13686,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C72,770,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-A16,2222,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-S75,282,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-T57,49,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-P95,195,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-A20,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-L29,880,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-H33,34141,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-I82,1705,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-F06,26535,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E16,2497,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-S61,7552,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R33,11193,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-I61,30718,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G26,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-Q05,778,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-T81,70061,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-N77,-,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-D68,11732,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-K71,5679,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-J00,1776,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-M49,-,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H54,560,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-N47,6865,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B02,23208,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R41,6888,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-H62,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-O75,13132,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-H25,56953,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-C30,2031,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-B40,3,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-Q35,1211,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Z23,460,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C78,39186,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-J81,416,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-O67,279,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-Q13,179,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-N85,7112,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-L91,1563,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-T73,44,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-E88,2462,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Z96,91,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-I45,5363,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-S45,133,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-H70,3130,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-A38,406,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-L11,97,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-M01,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-U17,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-C56,26390,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-B66,8,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-R17,902,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O89,284,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-C86,1505,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-D84,541,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-F14,3247,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-J18,237490,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-P07,49113,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-M31,12111,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Z88,2,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-L03,39021,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-S53,4438,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-B58,240,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-C48,2941,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-R25,2664,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-O97,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-D76,471,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-P15,98,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-F22,5003,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-A92,23,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-J65,19,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-G50,6058,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-N21,4279,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-K93,-,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-H74,2227,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-R74,4054,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-B16,271,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Z87,7,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K02,6652,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-A02,2878,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-O92,746,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-S88,70,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-C20,61420,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-J92,165,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-I88,4616,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-B95,-,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-G54,3108,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-H20,2983,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-H36,-,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-N88,791,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-N72,639,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-P02,1548,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-I72,12043,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-U18,-,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-Q54,4002,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-J86,8002,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-J04,3120,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-L22,237,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R68,1205,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B22,182,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-T04,9,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-F34,277,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-A90,208,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-D40,2082,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G00,1556,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M36,-,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-D72,476,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-C05,2052,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-I66,747,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-Z55,-,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Z65,112,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-H42,-,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E14,448,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-H58,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R42,59003,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B48,1065,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R58,1977,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T14,1893,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-D66,320,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-D50,42344,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C52,1104,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-M42,22871,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-C68,2977,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-K80,228981,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-T45,960,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-L44,211,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H52,413,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-S31,2801,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Z61,-,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-F28,199,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-F90,6934,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B00,6140,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-I78,870,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-U34,-,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-S94,48,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-I62,8686,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-G32,-,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-Q38,1358,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-Q22,1286,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-H46,3834,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-E70,160,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-E86,104913,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-N62,7734,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-T51,693,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-A75,3,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-I30,2414,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-D09,2393,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-P81,1688,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-Z81,17,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Q64,1641,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-R05,3581,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-L64,2,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-U81,-,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-C10,9883,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G06,3416,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-D30,5723,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-T61,66,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-O08,1785,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-A65,1,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-D15,1300,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-P75,-,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-S25,170,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-Z75,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-K12,12146,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-R11,19285,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K28,1415,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-E29,16,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O61,4060,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-M84,22845,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-F65,44,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-H10,634,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A59,11,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-N98,1434,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-F80,1289,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-R21,916,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-D25,53909,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-J60,341,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-T93,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-D62,3884,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-E60,3,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-G22,-,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-E76,400,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-A49,17952,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A33,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-B79,5,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-I40,4007,Anzahl,GES025,Entlassene Patienten
